Case ID;RemainingTime[s];ElapsedTime[s];Activity;Resource;Start Timestamp;Complete Timestamp;Span;Work Order  Qty;Part Desc.;Worker ID;Report Type;Qty Completed;Qty Rejected;Qty for MRB;Rework
Case26;3509520.0;147060.0;Turning & Milling Q.C.;Quality Check 1;2012/01/19 07:08:00.000;2012/01/19 10:08:00.000;003:00;13;Plug;ID4493;D;12;1;0;
Case26;3498780.0;157800.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/19 11:52:00.000;2012/01/19 13:07:00.000;000:00;13;Plug;ID4872;D;12;0;0;
Case26;3244500.0;412080.0;Lapping - Machine 1;Machine 1 - Lapping;2012/01/22 08:22:00.000;2012/01/22 11:45:00.000;003:23;13;Plug;ID0998;D;12;0;0;
Case26;3144600.0;511980.0;Round Grinding - Machine 12;Machine 12 - Grinding;2012/01/23 14:09:00.000;2012/01/23 15:30:00.000;001:21;13;Plug;ID4528;S;0;0;0;
Case26;3135420.0;521160.0;Round Grinding - Machine 12;Machine 12 - Grinding;2012/01/23 15:31:00.000;2012/01/23 18:03:00.000;002:32;13;Plug;ID4528;D;0;0;0;
Case26;3050640.0;605940.0;Round Grinding - Machine 12;Machine 12 - Grinding;2012/01/24 06:54:00.000;2012/01/24 17:36:00.000;010:42;13;Plug;ID4528;D;0;0;0;
Case26;2984100.0;672480.0;Round Grinding - Machine 12;Machine 12 - Grinding;2012/01/25 07:07:00.000;2012/01/25 12:05:00.000;004:58;13;Plug;ID4528;D;12;0;0;
Case26;2898420.0;758160.0;Round Grinding - Q.C.;Quality Check 1;2012/01/26 11:49:00.000;2012/01/26 11:53:00.000;000:04;13;Plug;ID4493;D;12;0;0;
Case26;458160.0;3198420.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/23 15:46:00.000;2012/02/23 17:44:00.000;001:58;13;Plug;ID0998;D;12;0;0;
Case26;453180.0;3203400.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/23 17:45:00.000;2012/02/23 19:07:00.000;001:22;13;Plug;ID4355;S;1;0;0;
Case26;450240.0;3206340.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/23 19:07:00.000;2012/02/23 19:57:00.000;000:50;13;Plug;ID4355;D;4;0;0;
Case26;441900.0;3214680.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/23 19:56:00.000;2012/02/23 22:15:00.000;002:19;13;Plug;ID4445;D;7;0;0;
Case26;130020.0;3526560.0;Final Inspection Q.C.;Quality Check 1;2012/02/27 10:53:00.000;2012/02/27 12:53:00.000;002:00;13;Plug;ID4493;D;0;0;0;
Case26;40800.0;3615780.0;Final Inspection Q.C.;Quality Check 1;2012/02/28 09:21:00.000;2012/02/28 13:40:00.000;004:19;13;Plug;ID4493;D;0;0;0;
Case26;31980.0;3624600.0;Final Inspection Q.C.;Quality Check 1;2012/02/28 16:06:00.000;2012/02/28 16:07:00.000;000:01;13;Plug;ID4493;D;12;0;0;
Case26;0.0;3656580.0;Packing;Packing;2012/02/29 00:00:00.000;2012/02/29 01:00:00.000;000:00;13;Plug;ID4820;D;12;0;0;
Case260;5640480.0;9000.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/09 04:00:00.000;2012/01/09 06:30:00.000;002:30;315;Ballnut;ID4529;S;0;0;0;
Case260;4745040.0;904440.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/19 07:07:00.000;2012/01/19 15:14:00.000;008:07;315;Ballnut;ID4529;S;1;0;0;
Case260;4742520.0;906960.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/19 15:15:00.000;2012/01/19 15:56:00.000;000:41;315;Ballnut;ID4529;D;3;0;0;Y
Case260;4723380.0;926100.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/19 20:10:00.000;2012/01/19 21:15:00.000;001:05;315;Ballnut;ID4794;D;6;0;0;
Case260;4551300.0;1098180.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/21 13:03:00.000;2012/01/21 21:03:00.000;008:00;315;Ballnut;ID4529;D;28;0;0;
Case260;4517220.0;1132260.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/21 23:28:00.000;2012/01/22 06:31:00.000;007:03;315;Ballnut;ID4641;D;39;0;0;
Case260;4500720.0;1148760.0;Turning & Milling Q.C.;Quality Check 1;2012/01/22 07:00:00.000;2012/01/22 12:13:00.000;005:13;315;Ballnut;ID4618;D;0;0;0;
Case260;4483800.0;1165680.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/22 11:06:00.000;2012/01/22 15:48:00.000;004:42;315;Ballnut;ID4794;D;14;0;0;
Case260;4477680.0;1171800.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/22 16:00:00.000;2012/01/22 17:30:00.000;001:30;315;Ballnut;ID4167;D;0;0;0;
Case260;4396500.0;1252980.0;Turning & Milling Q.C.;Quality Check 1;2012/01/23 15:06:00.000;2012/01/23 16:03:00.000;000:57;315;Ballnut;ID4618;D;0;0;0;
Case260;4341480.0;1308000.0;Turning & Milling Q.C.;Quality Check 1;2012/01/24 06:50:00.000;2012/01/24 07:20:00.000;000:30;315;Ballnut;ID4618;D;83;0;0;
Case260;4137300.0;1512180.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/26 13:55:00.000;2012/01/26 16:03:00.000;002:08;315;Ballnut;ID4794;S;0;0;0;
Case260;4102500.0;1546980.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/26 20:20:00.000;2012/01/27 01:44:00.000;005:24;315;Ballnut;ID4529;S;1;0;0;
Case260;4085820.0;1563660.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/27 01:43:00.000;2012/01/27 06:21:00.000;004:38;315;Ballnut;ID4529;D;13;0;0;
Case260;4082220.0;1567260.0;Turning & Milling Q.C.;Quality Check 1;2012/01/27 06:50:00.000;2012/01/27 07:21:00.000;000:31;315;Ballnut;ID4618;D;0;0;0;
Case260;4081260.0;1568220.0;Turning & Milling Q.C.;Quality Check 1;2012/01/27 07:22:00.000;2012/01/27 07:37:00.000;000:15;315;Ballnut;ID4618;D;0;0;0;
Case260;3975480.0;1674000.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/28 12:00:00.000;2012/01/28 18:00:00.000;006:00;315;Ballnut;ID4794;D;20;0;0;
Case260;3942060.0;1707420.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/28 13:00:00.000;2012/01/29 11:22:00.000;022:22;315;Ballnut;ID4932;D;26;0;0;
Case260;3894960.0;1754520.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/28 22:17:00.000;2012/01/29 06:52:00.000;008:35;315;Ballnut;ID4794;D;14;0;0;
Case260;3879180.0;1770300.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/29 11:44:00.000;2012/01/29 15:45:00.000;004:01;315;Ballnut;ID4529;D;18;0;0;
Case260;3864060.0;1785420.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/29 16:19:00.000;2012/01/29 19:57:00.000;003:38;315;Ballnut;ID4429;D;8;0;0;
Case260;3825540.0;1823940.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/29 19:59:00.000;2012/01/30 06:39:00.000;010:40;315;Ballnut;ID4794;D;30;0;0;
Case260;3824040.0;1825440.0;Turning & Milling Q.C.;Quality Check 1;2012/01/30 06:58:00.000;2012/01/30 10:29:00.000;003:31;315;Ballnut;ID4618;D;0;0;0;
Case260;3792540.0;1856940.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/30 07:04:00.000;2012/01/30 15:49:00.000;008:45;315;Ballnut;ID4529;D;24;0;0;
Case260;3765000.0;1884480.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/30 16:03:00.000;2012/01/30 23:28:00.000;007:25;315;Ballnut;ID4429;D;20;0;0;
Case260;3738840.0;1910640.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/30 23:34:00.000;2012/01/31 06:44:00.000;007:10;315;Ballnut;ID4794;D;20;0;0;
Case260;3735000.0;1914480.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/01/31 07:08:00.000;2012/01/31 09:29:00.000;002:21;315;Ballnut;ID4529;D;7;0;0;
Case260;3720900.0;1928580.0;Turning & Milling Q.C.;Quality Check 1;2012/01/31 07:48:00.000;2012/01/31 11:43:00.000;003:55;315;Ballnut;ID4618;D;0;9;0;
Case260;3565560.0;2083920.0;Turning & Milling Q.C.;Quality Check 1;2012/02/02 06:51:00.000;2012/02/02 06:52:00.000;000:01;315;Ballnut;ID4618;D;172;0;0;
Case260;3207480.0;2442000.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/02/06 09:39:00.000;2012/02/06 10:20:00.000;000:41;315;Ballnut;ID0998;D;83;0;0;
Case260;2604180.0;3045300.0;Turning & Milling Q.C.;Quality Check 1;2012/02/13 08:09:00.000;2012/02/13 09:55:00.000;001:46;315;Ballnut;ID4618;D;0;0;0;
Case260;2576100.0;3073380.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/02/13 17:30:00.000;2012/02/13 17:43:00.000;000:13;315;Ballnut;ID4882;D;20;0;0;
Case260;2467080.0;3182400.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/15 00:00:00.000;2012/02/15 01:15:00.000;000:00;315;Ballnut;ID4882;D;0;0;0;
Case260;2462580.0;3186900.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/15 00:00:00.000;2012/02/15 01:15:00.000;000:00;315;Ballnut;ID4882;D;0;0;0;
Case260;2462580.0;3186900.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/15 00:00:00.000;2012/02/15 01:15:00.000;000:00;315;Ballnut;ID4882;D;0;0;0;
Case260;2435880.0;3213600.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/02/15 07:38:00.000;2012/02/15 09:13:00.000;001:35;315;Ballnut;ID4445;D;152;0;0;
Case260;2434140.0;3215340.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/15 08:40:00.000;2012/02/15 09:08:00.000;000:28;315;Ballnut;ID0998;D;23;0;0;
Case260;2428080.0;3221400.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/15 09:09:00.000;2012/02/15 16:01:00.000;006:52;315;Ballnut;ID0998;D;170;0;0;
Case260;2425020.0;3224460.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/15 10:50:00.000;2012/02/15 11:37:00.000;000:47;315;Ballnut;ID4445;S;0;0;0;
Case260;2420520.0;3228960.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/15 11:41:00.000;2012/02/15 12:56:00.000;000:00;315;Ballnut;ID4882;D;1;0;0;
Case260;2409420.0;3240060.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/15 11:43:00.000;2012/02/15 17:47:00.000;006:04;315;Ballnut;ID4445;D;61;0;0;
Case260;2403060.0;3246420.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/15 13:16:00.000;2012/02/15 16:08:00.000;002:52;315;Ballnut;ID4882;D;192;0;0;
Case260;2380200.0;3269280.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/15 20:18:00.000;2012/02/16 00:08:00.000;003:50;315;Ballnut;ID0420;D;25;0;0;
Case260;2351160.0;3298320.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/16 06:57:00.000;2012/02/16 18:01:00.000;011:04;315;Ballnut;ID4445;D;85;0;0;
Case260;2342280.0;3307200.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/16 08:12:00.000;2012/02/16 10:40:00.000;002:28;315;Ballnut;ID0998;D;62;0;0;
Case260;2315820.0;3333660.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/16 09:15:00.000;2012/02/16 12:14:00.000;002:59;315;Ballnut;ID4882;D;62;0;0;
Case260;2270160.0;3379320.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/16 20:15:00.000;2012/02/17 06:42:00.000;010:27;315;Ballnut;ID0420;D;83;0;0;
Case260;2127720.0;3521760.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/02/18 22:10:00.000;2012/02/18 22:16:00.000;000:06;315;Ballnut;ID4445;D;0;0;0;
Case260;1889160.0;3760320.0;Final Inspection Q.C.;Quality Check 1;2012/02/21 16:13:00.000;2012/02/21 17:59:00.000;001:46;315;Ballnut;ID4618;D;0;0;0;
Case260;1883940.0;3765540.0;Final Inspection Q.C.;Quality Check 1;2012/02/21 16:32:00.000;2012/02/21 16:34:00.000;000:02;315;Ballnut;ID4618;D;0;0;0;
Case260;1805820.0;3843660.0;Final Inspection Q.C.;Quality Check 1;2012/02/22 07:46:00.000;2012/02/22 15:41:00.000;007:55;315;Ballnut;ID4618;D;192;0;0;
Case260;1772280.0;3877200.0;Packing;Packing;2012/02/23 00:00:00.000;2012/02/23 01:00:00.000;000:00;315;Ballnut;ID4820;D;192;0;0;
Case260;72420.0;5577060.0;Fix - Machine 15;Machine 15 - Turning;2012/03/13 16:08:00.000;2012/03/13 17:11:00.000;001:03;315;Ballnut;ID4219;S;0;0;0;
Case260;66660.0;5582820.0;Fix - Machine 15;Machine 15 - Turning;2012/03/13 17:11:00.000;2012/03/13 18:47:00.000;001:36;315;Ballnut;ID4219;D;0;0;0;
Case260;44280.0;5605200.0;Packing;Packing;2012/03/14 00:00:00.000;2012/03/14 01:00:00.000;000:00;315;Ballnut;ID4820;D;62;0;0;
Case260;7800.0;5641680.0;Turning & Milling Q.C.;Quality Check 1;2012/03/14 10:36:00.000;2012/03/14 11:08:00.000;000:32;315;Ballnut;ID4618;D;0;1;0;
Case260;0.0;5649480.0;Final Inspection Q.C.;Quality Check 1;2012/03/14 12:03:00.000;2012/03/14 13:18:00.000;000:00;315;Ballnut;ID4618;D;62;0;0;
Case261;626760.0;19620.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/02/06 20:38:00.000;2012/02/07 02:05:00.000;005:27;60;Bearing;ID0997;S;0;0;0;
Case261;610080.0;36300.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/02/07 02:05:00.000;2012/02/07 06:43:00.000;004:38;60;Bearing;ID0997;D;30;0;0;
Case261;608220.0;38160.0;Turning & Milling Q.C.;Quality Check 1;2012/02/07 06:50:00.000;2012/02/07 07:14:00.000;000:24;60;Bearing;ID4618;D;0;0;0;
Case261;588720.0;57660.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/02/07 08:16:00.000;2012/02/07 12:39:00.000;004:23;60;Bearing;ID4219;D;30;0;0;
Case261;585000.0;61380.0;Turning & Milling Q.C.;Quality Check 1;2012/02/07 13:20:00.000;2012/02/07 13:41:00.000;000:21;60;Bearing;ID4618;D;60;0;0;
Case261;543360.0;103020.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/08 00:00:00.000;2012/02/08 01:15:00.000;000:00;60;Bearing;ID4882;D;0;0;0;
Case261;508320.0;138060.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/02/08 10:21:00.000;2012/02/08 10:59:00.000;000:38;60;Bearing;ID0998;D;60;0;0;
Case261;497580.0;148800.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/08 13:21:00.000;2012/02/08 13:58:00.000;000:37;60;Bearing;ID4882;D;60;0;0;
Case261;25860.0;620520.0;Packing;Packing;2012/02/14 00:00:00.000;2012/02/14 01:00:00.000;000:00;60;Bearing;ID4820;D;60;0;0;
Case261;0.0;646380.0;Final Inspection Q.C.;Quality Check 1;2012/02/14 08:10:00.000;2012/02/14 08:11:00.000;000:01;60;Bearing;ID4618;D;60;0;0;
Case262;225120.0;18600.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/02/06 18:27:00.000;2012/02/06 23:37:00.000;005:10;36;Spur Gear;ID4167;S;2;0;0;
Case262;220140.0;23580.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/02/06 23:54:00.000;2012/02/07 01:00:00.000;001:06;36;Spur Gear;ID4529;S;0;0;0;
Case262;200340.0;43380.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/02/07 01:00:00.000;2012/02/07 06:30:00.000;005:30;36;Spur Gear;ID4529;D;34;0;0;
Case262;193860.0;49860.0;Turning & Milling Q.C.;Quality Check 1;2012/02/07 07:04:00.000;2012/02/07 08:18:00.000;001:14;36;Spur Gear;ID4618;D;0;0;0;
Case262;187260.0;56460.0;Turning & Milling Q.C.;Quality Check 1;2012/02/07 10:05:00.000;2012/02/07 10:08:00.000;000:03;36;Spur Gear;ID4618;D;33;3;0;
Case262;183960.0;59760.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/02/07 10:13:00.000;2012/02/07 11:03:00.000;000:50;36;Spur Gear;ID0998;D;33;0;0;
Case262;182640.0;61080.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/07 11:04:00.000;2012/02/07 11:25:00.000;000:21;36;Spur Gear;ID0998;D;0;0;0;
Case262;179460.0;64260.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/07 11:25:00.000;2012/02/07 12:18:00.000;000:53;36;Spur Gear;ID4882;D;10;0;0;
Case262;179160.0;64560.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/02/07 12:19:00.000;2012/02/07 12:33:00.000;000:14;36;Spur Gear;ID4882;D;23;0;0;
Case262;174600.0;69120.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/07 12:23:00.000;2012/02/07 13:39:00.000;001:16;36;Spur Gear;ID0998;D;10;0;0;
Case262;174480.0;69240.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/07 13:40:00.000;2012/02/07 15:18:00.000;001:38;36;Spur Gear;ID0998;D;23;0;0;
Case262;165600.0;78120.0;Round Grinding - Manual;Machine 27 - Grinding;2012/02/07 13:41:00.000;2012/02/07 16:09:00.000;002:28;36;Spur Gear;ID4528;D;4;0;0;
Case262;143160.0;100560.0;Round Grinding - Manual;Machine 27 - Grinding;2012/02/07 16:09:00.000;2012/02/07 22:23:00.000;006:14;36;Spur Gear;ID4872;D;29;0;0;
Case262;84180.0;159540.0;Final Inspection Q.C.;Quality Check 1;2012/02/08 12:44:00.000;2012/02/08 14:46:00.000;002:02;36;Spur Gear;ID4618;D;0;2;0;
Case262;47340.0;196380.0;Packing;Packing;2012/02/09 00:00:00.000;2012/02/09 01:00:00.000;000:00;36;Spur Gear;ID4491;D;31;0;0;
Case262;0.0;243720.0;Final Inspection Q.C.;Quality Check 1;2012/02/09 14:08:00.000;2012/02/09 14:09:00.000;000:01;36;Spur Gear;ID4618;D;31;0;0;
Case263;1778400.0;7200.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/02 09:00:00.000;2012/01/02 11:00:00.000;002:00;18;Compound Dies;ID4219;S;0;0;0;
Case263;1666920.0;118680.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/03 11:52:00.000;2012/01/03 17:58:00.000;006:06;18;Compound Dies;ID4219;S;0;0;0;
Case263;1612800.0;172800.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/04 06:59:00.000;2012/01/04 09:18:00.000;002:19;18;Compound Dies;ID4219;S;1;0;0;
Case263;1611540.0;174060.0;Turning & Milling Q.C.;Quality Check 1;2012/01/04 09:00:00.000;2012/01/04 10:00:00.000;001:00;18;Compound Dies;ID4287;D;0;0;0;
Case263;1605600.0;180000.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/04 09:21:00.000;2012/01/04 11:00:00.000;001:39;18;Compound Dies;ID4219;B;0;0;0;
Case263;1586340.0;199260.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/04 11:00:00.000;2012/01/04 16:21:00.000;005:21;18;Compound Dies;ID4219;D;11;0;0;
Case263;1533240.0;252360.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/05 06:48:00.000;2012/01/05 07:06:00.000;000:18;18;Compound Dies;ID4219;D;1;0;0;
Case263;1521000.0;264600.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/05 08:30:00.000;2012/01/05 10:45:00.000;002:15;18;Compound Dies;ID0997;D;5;0;0;
Case263;1517400.0;268200.0;Turning & Milling Q.C.;Quality Check 1;2012/01/05 10:30:00.000;2012/01/05 11:30:00.000;001:00;18;Compound Dies;ID4287;D;18;0;0;
Case263;1513980.0;271620.0;Flat Grinding - Machine 11;Machine 11 - Grinding;2012/01/05 11:46:00.000;2012/01/05 12:27:00.000;000:41;18;Compound Dies;ID0998;D;18;0;0;
Case263;554400.0;1231200.0;Nitration Q.C.;Quality Check 1;2012/01/16 13:20:00.000;2012/01/16 15:00:00.000;001:40;18;Compound Dies;ID4287;D;18;0;0;
Case263;478140.0;1307460.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/17 11:58:00.000;2012/01/17 12:11:00.000;000:13;18;Compound Dies;ID0998;D;18;0;0;
Case263;473580.0;1312020.0;Lapping - Machine 1;Machine 1 - Lapping;2012/01/17 12:47:00.000;2012/01/17 13:27:00.000;000:40;18;Compound Dies;ID0998;D;18;0;0;
Case263;403200.0;1382400.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/18 08:09:00.000;2012/01/18 09:11:00.000;001:02;18;Compound Dies;ID4872;S;0;0;0;
Case263;403200.0;1382400.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/18 09:00:00.000;2012/01/18 10:15:00.000;000:00;18;Compound Dies;ID4287;D;0;0;0;
Case263;402540.0;1383060.0;Final Inspection Q.C.;Quality Check 1;2012/01/18 09:00:00.000;2012/01/18 12:50:00.000;001:21;18;Compound Dies;ID4287;D;0;0;0;
Case263;398700.0;1386900.0;Final Inspection Q.C.;Quality Check 1;2012/01/18 09:00:00.000;2012/01/18 09:00:00.000;003:50;18;Compound Dies;ID4287;D;0;0;0;
Case263;378900.0;1406700.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/18 09:12:00.000;2012/01/18 15:45:00.000;006:33;18;Compound Dies;ID4872;D;18;0;0;
Case263;293040.0;1492560.0;Final Inspection Q.C.;Quality Check 1;2012/01/19 10:57:00.000;2012/01/19 15:36:00.000;004:39;18;Compound Dies;ID4287;D;0;0;0;
Case263;61380.0;1724220.0;Final Inspection Q.C.;Quality Check 1;2012/01/22 07:26:00.000;2012/01/22 07:57:00.000;000:31;18;Compound Dies;ID4287;D;18;0;0;
Case263;3600.0;1782000.0;Packing;Packing;2012/01/23 00:00:00.000;2012/01/23 01:00:00.000;000:00;18;Compound Dies;ID4291;D;0;0;0;
Case263;0.0;1785600.0;Packing;Packing;2012/01/23 00:00:00.000;2012/01/23 01:00:00.000;000:00;18;Compound Dies;ID4291;D;18;0;0;
Case264;249300.0;24600.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/26 08:38:00.000;2012/03/26 15:28:00.000;006:50;132;Bearing;ID4718;S;2;0;0;
Case264;248460.0;25440.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/26 15:28:00.000;2012/03/26 16:01:00.000;000:33;132;Bearing;ID4718;D;2;0;0;
Case264;240660.0;33240.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/26 15:42:00.000;2012/03/26 17:52:00.000;002:10;132;Bearing;ID4529;D;4;0;0;
Case264;194940.0;78960.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/26 20:21:00.000;2012/03/27 06:34:00.000;010:13;132;Bearing;ID4794;D;32;0;0;
Case264;191820.0;82080.0;Turning & Milling Q.C.;Quality Check 1;2012/03/27 07:09:00.000;2012/03/27 07:26:00.000;000:17;132;Bearing;ID4618;D;0;0;0;
Case264;161220.0;112680.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/27 08:04:00.000;2012/03/27 15:56:00.000;007:52;132;Bearing;ID4167;D;28;0;0;
Case264;151980.0;121920.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/27 17:36:00.000;2012/03/27 18:30:00.000;000:54;132;Bearing;ID4429;D;5;0;0;
Case264;108060.0;165840.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/27 20:09:00.000;2012/03/28 06:42:00.000;010:33;132;Bearing;ID4794;D;30;0;0;
Case264;106680.0;167220.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/28 07:00:00.000;2012/03/28 07:27:00.000;000:27;132;Bearing;ID4718;D;2;0;0;
Case264;105120.0;168780.0;Turning & Milling Q.C.;Quality Check 1;2012/03/28 07:05:00.000;2012/03/28 07:31:00.000;000:26;132;Bearing;ID4618;D;0;0;0;
Case264;104100.0;169800.0;Turning & Milling Q.C.;Quality Check 1;2012/03/28 07:41:00.000;2012/03/28 07:48:00.000;000:07;132;Bearing;ID4618;D;59;0;0;
Case264;102180.0;171720.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/28 07:50:00.000;2012/03/28 12:05:00.000;004:15;132;Bearing;ID4167;D;16;0;0;
Case264;88680.0;185220.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/03/28 08:20:00.000;2012/03/28 10:39:00.000;002:19;132;Bearing;ID0998;D;59;0;0;
Case264;0.0;273900.0;Turning & Milling Q.C.;Quality Check 1;2012/03/29 12:24:00.000;2012/03/29 12:43:00.000;000:19;132;Bearing;ID4618;D;0;5;0;
Case265;1281720.0;18420.0;Turning - Machine 8;Machine 15 - Turning;2012/01/04 10:52:00.000;2012/01/04 15:59:00.000;005:07;9;O-Ring;ID0997;S;0;0;0;
Case265;1222500.0;77640.0;Turning - Machine 8;Machine 15 - Turning;2012/01/05 07:34:00.000;2012/01/05 08:26:00.000;000:52;9;O-Ring;ID0997;D;9;0;0;
Case265;871920.0;428220.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/09 07:04:00.000;2012/01/09 10:49:00.000;003:45;9;O-Ring;ID0997;S;0;0;0;
Case265;869520.0;430620.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/09 09:49:00.000;2012/01/09 10:29:00.000;000:40;9;O-Ring;ID0997;S;0;0;0;
Case265;866400.0;433740.0;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;2012/01/09 10:27:00.000;2012/01/09 11:21:00.000;000:54;9;O-Ring;ID0997;D;9;0;0;
Case265;861060.0;439080.0;Turning & Milling Q.C.;Quality Check 1;2012/01/09 11:35:00.000;2012/01/09 12:50:00.000;000:00;9;O-Ring;ID4618;D;9;0;0;
Case265;271980.0;1028160.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/16 08:12:00.000;2012/01/16 08:28:00.000;000:16;9;O-Ring;ID0998;D;9;0;0;
Case265;267840.0;1032300.0;Lapping - Machine 1;Machine 1 - Lapping;2012/01/16 08:28:00.000;2012/01/16 09:37:00.000;001:09;9;O-Ring;ID0998;D;9;0;0;
Case265;248820.0;1051320.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/16 13:37:00.000;2012/01/16 14:54:00.000;001:17;9;O-Ring;ID4872;S;0;0;0;
Case265;245280.0;1054860.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/16 14:54:00.000;2012/01/16 15:53:00.000;000:59;9;O-Ring;ID4872;D;1;0;0;
Case265;189780.0;1110360.0;Round Grinding - Manual;Machine 27 - Grinding;2012/01/17 06:50:00.000;2012/01/17 07:18:00.000;000:28;9;O-Ring;ID4872;D;0;0;0;
